,first_name,genders,use,descriptions
719,Lleu,m,Welsh Mythology,"Lleu m Welsh MythologyProbably a Welsh form of Lugus. In the Mabinogion, Lleu Llaw Gyffes is the son of Arianrhod. He was raised by his uncle Gwydion, who helped him overcome the curses that his mother placed upon him."
720,Llew,m,Welsh,"Llew m Welsh, Welsh MythologyVariant of Lleu. It can also be a short form of Llewelyn. It coincides with the Welsh word llew meaning ""lion""."
721,Llyr,m,Welsh Mythology,"Llyr m Welsh MythologyMeans ""the sea"" in Welsh. This was the name of the Welsh god of the sea. He possibly forms the basis for the legendary King Leir of the Britons."
722,Lóegaire,m,Irish Mythology,"Lóegaire m Irish Mythology, Ancient IrishMeans ""calf herder"", derived from Irish loagh ""calf"". In Irish mythology Lóegaire Búadach was an Ulster warrior. He saved the life of the poet Áed, but died in the process. This was also the name of several Irish high kings."
723,Loke,m,Norse Mythology,"Loke m Norse Mythology, Swedish, Norwegian, DanishModern Scandinavian form of Loki."
724,Loki,m,Norse Mythology,"Loki m Norse MythologyMeaning unknown, possibly derived from the Germanic root *luka meaning ""knot, lock"". In Norse mythology Loki was a trickster god associated with magic and shape shifting. Loki's children include the wolf Fenrir, the sea serpent Jörmungandr, and the queen of the dead Hel. After he orchestrated the death of Balder, the other gods tied him to a rock below a snake that dripped venom onto his face. It is told that he will break free during Ragnarök, the final battle, and slay and be slain by Heimdall."
725,Longwang,m,Chinese Mythology,"Longwang m Chinese MythologyFrom Chinese 龙 (lóng) meaning ""dragon"" and 王 (wáng) meaning ""king"". This is the Chinese name of the Dragon King, a god associated with water and rain."
726,Louhi,f,Finnish Mythology,Louhi f Finnish MythologyVariant of Loviatar. In Finnish mythology Louhi was another name of the death goddess Loviatar. She appears in the Finnish epic the Kalevala as a witch ruling the northern area known as Pohjola. She is the primary antagonist to the hero Väinämöinen.
727,Loviatar,f,Finnish Mythology,"Loviatar f Finnish MythologyMeaning unknown. In Finnish mythology Loviatar, also known as Louhi, was a goddess of death and plague."
728,Lú,m,Irish Mythology,Lú m Irish MythologyModern Irish form of Lugh.
729,Lucifer,m,Judeo-Christian Legend,"Lucifer m Judeo-Christian LegendMeans ""bringing light"", derived from Latin lux ""light"" and ferre ""to bring"". In Latin this name originally referred to the morning star, Venus, but later became associated with the chief angel who rebelled against God's rule in heaven (see Isaiah 14:12). In later literature, such as the Divine Comedy (1321) by Dante and Paradise Lost (1667) by John Milton, Lucifer became associated with Satan himself."
730,Lucina,f,Roman Mythology,"Lucina f Roman MythologyDerived from Latin lucus meaning ""grove"", but later associated with lux ""light"". This was the name of a Roman goddess of childbirth."
731,Lucretia,f,Ancient Roman,"Lucretia f Ancient Roman, Roman MythologyFeminine form of the Roman family name Lucretius, possibly from Latin lucrum meaning ""profit, wealth"". In Roman legend Lucretia was a maiden who was raped by the son of the king of Rome. This caused a great uproar among the Roman citizens, and the monarchy was overthrown. This name was also borne by a saint and martyr from Spain."
732,Lug,m,Irish Mythology,Lug m Irish MythologyOld Irish form of Lugh.
733,Lugaid,m,Irish Mythology,Lugaid m Irish MythologyOld Irish form of Lughaidh.
734,Lugalbanda,m,Sumerian Mythology,"Lugalbanda m Sumerian MythologyFrom Sumerian lugal ""king"" and banda ""young, wild, fierce"". This was the name of a legendary king of Uruk who was said to be the father of Gilgamesh in Sumerian mythology."
735,Lugh,m,Irish Mythology,Lugh m Irish MythologyProbably an Irish form of Lugus. In Irish mythology Lugh was a divine hero who led the Tuatha De Danann against the Fomorians who were led by his grandfather Balor. Lugh killed Balor by shooting a stone into his giant eye.
736,Lughaidh,m,Irish,"Lughaidh m Irish, Irish MythologyDerived from the name of the Irish god Lugh. This was the name of several characters in Irish legend, including the king Lughaidh mac Con."
737,Lugos,m,Gaulish Mythology,Lugos m Gaulish MythologyVariant of Lugus.
738,Lugus,m,Gaulish Mythology,"Lugus m Gaulish MythologyProbably from early Celtic meaning ""light"", ultimately from the Indo-European root *leuk ""light, brightness"". This was the name of a Celtic (Gaulish) god of commerce and craftsmanship, who was equated by the Romans with Mercury. He probably forms the basis for the characters and names of Lugh (Irish) and Lleu (Welsh)."
739,Luna,f,Roman Mythology,"Luna f Roman Mythology, Italian, Spanish, EnglishMeans ""the moon"" in Latin. Luna was the Roman goddess of the moon, frequently depicted driving a white chariot through the sky."
740,Luned,f,Welsh,"Luned f Welsh, Welsh Mythology, Arthurian RomanceVariant of Eluned. In the Mabinogion, a collection of tales from Welsh myth, she is a servant of the Lady of the Fountain who rescues the knight Owain."
741,Lunete,f,Welsh Mythology,"Lunete f Welsh Mythology, Arthurian RomanceVariant of Luned."
742,Lycurgus,m,Greek Mythology (Latinized),"Lycurgus m Greek Mythology (Latinized), Ancient Greek (Latinized)Latinized form of the Greek name Λυκοῦργος (Lykourgos), derived from λύκος (lykos) meaning ""wolf"" and ἔργον (ergon) meaning ""work, deed"". In Greek legend this was the name of a king who was driven mad by the gods because of his impiety. This was also the name of a Spartan legislator of the 9th century BC."
743,Lycus,m,Greek Mythology (Latinized),"Lycus m Greek Mythology (Latinized), Ancient Greek (Latinized)Latinized form of the Greek name Λύκος (Lykos) meaning ""wolf"". This name was borne by several characters in Greek mythology including a legendary ruler of Thebes."
744,Lykos,m,Greek Mythology,"Lykos m Greek Mythology, Ancient GreekGreek form of Lycus."
745,Lykourgos,m,Greek Mythology,"Lykourgos m Greek Mythology, Ancient GreekGreek form of Lycurgus."
746,Lyssa 2,f,Greek Mythology,"Lyssa 2 f Greek MythologyMeans ""rage, fury, anger"" in Greek. In Greek mythology Lyssa is a goddess associated with uncontrolled rage."
747,Mabon,m,Welsh,"Mabon m Welsh, Welsh MythologyDerived from Welsh mab meaning ""son"". This was the name of an old Celtic god."
748,Madhava,m,Sanskrit,"Madhava m Sanskrit, HinduismMeans ""vernal, of the springtime"" in Sanskrit. This is an epithet of several Hindu gods. It was also the name of a 14th-century Hindu scholar."
749,Madhavi,f,Hinduism,"Madhavi f Hinduism, Indian, Telugu, Marathi, HindiFeminine form of Madhava. This is another name of the Hindu goddess Lakshmi."
750,Maeve,f,Irish,"Maeve f Irish, Irish MythologyAnglicized form of the Gaelic name Medb meaning ""intoxicating"". In Irish legend this was the name of a warrior queen of Connacht. Her fight against Ulster and the hero Cúchulainn is told in the Irish epic The Cattle Raid of Cooley."
751,Magni,m,Ancient Scandinavian,"Magni m Ancient Scandinavian, Norse MythologyDerived from the Old Norse element magn meaning ""mighty, strong"". In Norse mythology this name is borne by a son of Thor and the giant Járnsaxa."
752,Mahesha,m,Hinduism,"Mahesha m HinduismMeans ""great lord"" from Sanskrit महा (maha) meaning ""great"" and ईश (isha) meaning ""lord, ruler"". This is another name of the Hindu god Shiva."
753,Maia 1,f,Greek Mythology,"Maia 1 f Greek Mythology, Roman Mythology, Portuguese, GeorgianFrom Greek μαῖα (maia) meaning ""good mother, dame, foster mother"", perhaps in origin a nursery form of μήτηρ (meter). In Greek and Roman mythology she was the eldest of the Pleiades, the group of seven stars in the constellation Taurus, who were the daughters of Atlas and Pleione. Her son by Zeus was Hermes."
754,Maia 2,f,Roman Mythology,"Maia 2 f Roman MythologyProbably from Latin maior meaning ""greater"". This was the name of a Roman goddess of spring, a companion (sometimes wife) of Vulcan. She was later conflated with the Greek goddess Maia. The month of May is named for her."
755,Mani 1,m,Hinduism,"Mani 1 m Hinduism, Tamil, Indian, Malayalam, Telugu, KannadaMeans ""jewel"" in Sanskrit. In the Hindu epic the Mahabharata this name is borne by a serpent and an attendant of Skanda."
756,Manoja,m,Hinduism,"Manoja m HinduismMeans ""born of the mind"", from Sanskrit मनस् (manas) meaning ""mind, intellect, spirit"" and ज (ja) meaning ""born"". This is another name of the Hindu god Kama."
757,Manu 1,m,Hinduism,"Manu 1 m Hinduism, Indian, Hindi, KannadaMeans ""thinking, wise"" in Sanskrit. In Hindu belief this is a title of Svayambhuva, the progenitor of the human race, as well as several of his descendants."
758,Māra,f,Latvian,"Māra f Latvian, Baltic MythologyThis was the name of a Latvian mother goddess. Her name is possibly derived from Maria, identifying her with the Virgin Mary. In modern times this name is used as a variant of Marija."
759,Marama,f,Polynesian Mythology,"Marama f Polynesian MythologyMeans ""moon"" in Maori. In Maori and other Polynesian mythology she was the goddess of the moon and death."
760,Marduk,m,Semitic Mythology,"Marduk m Semitic MythologyProbably from Sumerian amar-Utuk meaning ""calf of Utu"", derived from amar combined with the name of the sun god Utu. This was the name of the chief Babylonian god, presiding over heaven, light, sky, battle, and fertility. After killing the dragon Tiamat, who was an old enemy of the gods, he created the world and sky from the pieces of her body."
761,Mari 3,f,Mythology,"Mari 3 f MythologyPossibly from Basque emari meaning ""donation"" or amari meaning ""mother"". This was the name of a goddess of the weather and fertility in Basque mythology."
762,Mars,m,Roman Mythology,"Mars m Roman MythologyPossibly related to Latin mas meaning ""male"" (genitive maris). In Roman mythology Mars was the god of war, often equated with the Greek god Ares. This is also the name of the fourth planet in the solar system."
763,Marte 2,m,"Roman Mythology (Italianized, Hispanicized, Portuguese-style)","Marte 2 m Roman Mythology (Italianized, Hispanicized, Portuguese-style)Italian, Spanish and Portuguese form of Mars."
764,Marzanna 2,f,Slavic Mythology,Marzanna 2 f Slavic MythologyPolish form of Morana.
765,Math,m,Welsh Mythology,"Math m Welsh MythologyPossibly from Celtic matu meaning ""bear"". According to the Mabinogion, Math ap Mathonwy was a king of Gwynedd and a magician. He was the uncle of the hero Gwydion."
766,Māui,m,Hawaiian,"Māui m & f Hawaiian, Polynesian MythologyMeaning unknown. In Hawaiian mythology Māui was a trickster who created the Hawaiian Islands by having his brothers fish them out of the sea. He was also responsible for binding the sun and slowing its movement."
767,Maximón,m,Mythology,"Maximón m MythologyThe name of a trickster folk deity, also called San Simón, worshipped by the Maya people in parts of Guatemala. He is a syncretic figure thought to have arisen during the Spanish conquest, and is typically represented by a man-sized, cigar-smoking, alcohol-drinking wooden effigy. The meaning of the name is uncertain. It could be a blend of Mam, a title of some of the Maya gods meaning ""grandfather"", and Simón, referring to Saint Peter. Alternatively it might be related to Mayan max ""tobacco""."
768,Maya 1,f,Hinduism,"Maya 1 f Hinduism, Indian, Hindi, MarathiMeans ""illusion"" in Sanskrit. In Buddhist tradition this is the name of the mother of Siddhartha Gautama (the Buddha). This is also another name of the Hindu goddess Durga."
769,Méabh,f,Irish,"Méabh f Irish, Irish MythologyVariant of Medb."
770,Meadhbh,f,Irish,"Meadhbh f Irish, Irish MythologyVariant of Medb."
771,Medb,f,Irish Mythology,Medb f Irish MythologyOriginal Irish form of Maeve.
772,Medea,f,Greek Mythology (Latinized),"Medea f Greek Mythology (Latinized), GeorgianFrom Greek Μήδεια (Medeia), derived from μήδεα (medea) meaning ""plans, counsel, cunning"". In Greek mythology Medea was a sorceress from Colchis (modern Georgia) who helped Jason gain the Golden Fleece. They were married, but eventually Jason left her for another woman. For revenge Medea slew Jason's new lover and also had her own children by Jason killed."
773,Medeia,f,Greek Mythology,Medeia f Greek MythologyGreek form of Medea.
774,Medousa,f,Greek Mythology,Medousa f Greek MythologyGreek form of Medusa.
775,Medraut,m,Welsh Mythology,"Medraut m Welsh Mythology, Arthurian RomanceWelsh form of Mordred."
776,Medrod,m,Welsh Mythology,"Medrod m Welsh Mythology, Arthurian RomanceWelsh form of Mordred."
777,Medusa,f,Greek Mythology (Latinized),"Medusa f Greek Mythology (Latinized)From the Greek Μέδουσα (Medousa), which was derived from μέδω (medo) meaning ""to protect, to rule over"". In Greek myth this was the name of one of the three Gorgons, ugly women who had snakes for hair. She was so hideous that anyone who gazed upon her was turned to stone, so the hero Perseus had to look using the reflection in his shield in order to slay her."
